REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,Wyoming,2018,44,X,0.859317,X,X,X,X,X,X,35,22,4073
States,Alabama,2018,45,X,2.62305,X,X,X,X,X,X,1004,77,38276
States,Georgia,2018,45,X,3.39753,X,X,X,X,X,X,2745,98,80794
States,Illinois,2018,45,X,1.25819,X,X,X,X,X,X,632,104,50231
States,New York,2018,45,X,1.0981,X,X,X,X,X,X,710,132,64657
States,North Carolina,2018,45,X,1.46897,X,X,X,X,X,X,1364,154,92854
States,Texas,2018,45,X,3.02654,X,X,X,X,X,X,878,106,29010
States,Virginia,2018,45,X,2.27396,X,X,X,X,X,X,1850,120,81356
States,Wyoming,2018,45,X,0.970874,X,X,X,X,X,X,41,22,4223
States,Alabama,2018,46,X,2.86711,X,X,X,X,X,X,1044,74,36413
States,Georgia,2018,46,X,3.75225,X,X,X,X,X,X,2871,98,76514
States,Illinois,2018,46,X,1.37611,X,X,X,X,X,X,649,102,47162
States,New York,2018,46,X,1.14063,X,X,X,X,X,X,657,132,57600
States,North Carolina,2018,46,X,1.638,X,X,X,X,X,X,1335,156,81502
States,Texas,2018,46,X,3.19939,X,X,X,X,X,X,883,104,27599
States,Virginia,2018,46,X,2.45717,X,X,X,X,X,X,1896,119,77162
States,Wyoming,2018,46,X,0.768849,X,X,X,X,X,X,31,20,4032
States,Alabama,2018,47,X,2.95561,X,X,X,X,X,X,1024,74,34646
States,Georgia,2018,47,X,4.50168,X,X,X,X,X,X,3230,97,71751
States,Illinois,2018,47,X,1.54721,X,X,X,X,X,X,623,104,40266
States,New York,2018,47,X,1.34223,X,X,X,X,X,X,742,133,55281
States,North Carolina,2018,47,X,1.6526,X,X,X,X,X,X,1245,152,75336
States,Texas,2018,47,X,3.50877,X,X,X,X,X,X,732,102,20862
States,Virginia,2018,47,X,2.72211,X,X,X,X,X,X,2085,118,76595
States,Wyoming,2018,47,X,0.611855,X,X,X,X,X,X,16,18,2615
States,Alabama,2018,48,X,2.95199,X,X,X,X,X,X,1124,70,38076
States,Georgia,2018,48,X,4.11198,X,X,X,X,X,X,3315,96,80618
States,Illinois,2018,48,X,1.43393,X,X,X,X,X,X,722,101,50351
States,New York,2018,48,X,1.425,X,X,X,X,X,X,764,109,53614
States,North Carolina,2018,48,X,1.7619,X,X,X,X,X,X,1744,144,98984
States,Texas,2018,48,X,3.25357,X,X,X,X,X,X,930,97,28584
States,Virginia,2018,48,X,2.59753,X,X,X,X,X,X,2158,119,83079
States,Wyoming,2018,48,X,0.746826,X,X,X,X,X,X,20,14,2678
